,ADR_EGAID,STR_ESID,BDG_EGID,ADR_EDID,STN_LABEL,ADR_NUMBER,BDG_CATEGORY,BDG_NAME,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_VALID,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
492,100862359,10010254,1383157,0,Industriestrasse,1b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587611,1219145
819,102090933,10010247,1383551,0,Brachmattstrasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587791,1219493
971,100866541,10112479,1383435,0,Chaletweg,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587170,1219388
1048,100869102,10010246,1383490,0,Bielstrasse,14a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587618,1219439
1249,100869105,10010265,1383493,0,Sonnhalde,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587409,1219462
1642,101959729,10010246,1383588,0,Bielstrasse,43,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587480,1219345
2447,100867710,10086636,1383345,0,Burgersriedstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586826,1219368
2631,102383974,10109854,191675232,0,Mettgasse,5a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588161,1219364
2667,100862342,10010250,1383135,0,Friedhofweg,29,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587524,1219224
2730,101453789,10003776,190145329,0,Guinandstrasse,34,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587976,1219447
4119,101959730,10057928,1383607,0,Bahnhofstrasse,8,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587835,1219204
4235,100866458,10010246,1383430,0,Bielstrasse,42,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587261,1219336
5342,100866427,10010245,1383386,0,Ahornweg,7,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586883,1219453
5363,100848530,10086640,1383645,0,Orpundstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588249,1219208
5988,101953706,10010250,1383134,0,Friedhofweg,27,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587543,1219226
6592,102213468,10086642,1383169,0,Römerstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587584,1218881
6820,100901735,10010253,1383308,0,Haldenstrasse,35,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587052,1219356
7503,101935951,10104746,1383672,0,Obergasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588169,1219305
7740,101929434,10104746,1383671,0,Obergasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587846,1219347
8978,102706819,10109854,191896295,0,Mettgasse,18a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588176,1219430
9240,100901716,10180446,1383287,0,Tulpenweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587116,1219346
9257,100866440,10010246,1383405,0,Bielstrasse,55,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587382,1219283
10377,101103149,10086636,3069449,0,Burgersriedstrasse,6a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587049,1219473
10417,102084293,10086640,1383644,0,Orpundstrasse,1,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588214,1219202
11168,101936777,10010247,1383556,0,Brachmattstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587814,1219618
11297,100869115,10057929,1383503,0,Bärletweg,11,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587504,1219531
13021,101935950,10086636,1383278,0,Burgersriedstrasse,27,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586790,1219322
13188,100848572,10109854,1383703,0,Mettgasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588186,1219438
13208,100869173,10010246,1383589,0,Bielstrasse,45,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587457,1219343
13620,102099401,10010246,191352510,0,Bielstrasse,28c,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587454,1219369
14294,100867707,10086636,1383342,0,Burgersriedstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586908,1219393
14585,100867712,10010253,1383347,0,Haldenstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586784,1219359
14682,100869139,10010264,1383535,0,Rosenweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587705,1219604
15028,100867722,10086643,1383361,0,Waldeckstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586947,1219528
15628,101769203,10104746,190504516,0,Obergasse,21a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587901,1219312
15790,100862353,10010254,1383149,0,Industriestrasse,12c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587440,1219170
16102,101954168,10010262,1383451,0,Rainpark,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587270,1219454
16660,100849910,10086642,1383770,0,Römerstrasse,17,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586557,1218947
16858,101738992,10112480,190226067,1,Hauptstrasse,12a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588086,1219248
18055,100849921,10086640,1383832,0,Orpundstrasse,24a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588470,1219271
18595,101963480,10010263,1383439,0,Rainstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587358,1219387
19512,101963471,10010249,1383161,0,Erlenstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587679,1218786
19644,100863663,10010260,1383177,0,Neubrückstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587758,1218898
19911,100862341,10109855,1383132,0,Wasserstrasse,4,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587198,1218838
19967,100848537,10086640,1383652,0,Orpundstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588360,1219232
20493,100867783,10010262,1383446,0,Rainpark,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587295,1219462
20846,100867924,10010247,1383548,0,Brachmattstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587740,1219472
22690,101953779,10104746,1383674,0,Obergasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588162,1219286
22931,101940905,10010246,1383302,0,Bielstrasse,67,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587174,1219282
23189,102090193,10086640,1383734,0,Orpundstrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588406,1219290
23725,100848563,10057930,1383690,0,Gummenstrasse,26,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588348,1219469
23739,100866441,10010246,1383406,0,Bielstrasse,57,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587354,1219279
24047,100866453,10010246,1383421,0,Bielstrasse,49a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587394,1219330
24375,101934451,10010263,1383478,0,Rainstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587162,1219474
25018,100863674,10010260,1383188,0,Neubrückstrasse,28,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587772,1218938
25913,100849905,10109855,1383756,0,Wasserstrasse,10a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587078,1218883
26680,100869163,10010246,1383578,0,Bielstrasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587623,1219374
27204,102209933,10010246,1383335,0,Bielstrasse,46,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587185,1219306
29003,100901737,10010253,1383310,0,Haldenstrasse,34,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587034,1219325
29041,100848524,10112480,1383634,0,Hauptstrasse,5,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588170,1219185
29551,100866540,10112479,1383434,0,Chaletweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587215,1219349
30480,102210856,10086637,1383718,0,Hofmatt,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588295,1219366
30986,101474829,10003776,190145318,0,Guinandstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587946,1219495
31048,101492968,10003776,190145348,0,Guinandstrasse,36,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587982,1219437
32606,100848724,10010249,1383963,0,Erlenstrasse,48,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586533,1218812
32720,100869113,10010265,1383500,0,Sonnhalde,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587476,1219406
32793,100867789,10010262,1383453,0,Rainpark,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587274,1219456
32934,102046969,10010249,191305792,0,Erlenstrasse,32a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587254,1218756
33897,100901736,10010253,1383309,0,Haldenstrasse,33,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587029,1219351
33918,100867802,10010263,1383470,0,Rainstrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587216,1219425
34228,100848541,10086640,1383657,0,Orpundstrasse,26,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588527,1219287
34247,100867813,10010246,1383486,0,Bielstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587581,1219403
34266,102443267,10086638,191752435,0,Klosterstrasse,11a,non_residential,,2555 Brügg BE,733,BE,planned,True,False,24.07.2021,2588427,1219405
34894,101964973,10086640,1383738,0,Orpundstrasse,21d,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588397,1219379
35174,100863687,10010250,1383206,0,Friedhofweg,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587666,1219132
36473,100867923,10010247,1383547,0,Brachmattstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587748,1219458
36772,102422728,10086638,191727455,0,Klosterstrasse,11,residential,,2555 Brügg BE,733,BE,planned,True,False,24.07.2021,2588433,1219425
37389,100848527,10010266,1383640,0,Steurigässli,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588385,1219207
37596,102084292,10010246,1383424,0,Bielstrasse,28b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587419,1219372
37604,102401961,10010246,191700052,0,Bielstrasse,31a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587611,1219387
37760,100863656,10010249,1383168,0,Erlenstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587573,1218808
38610,100869117,10010246,1383506,0,Bielstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587702,1219429
40083,101780168,10086636,190541696,0,Burgersriedstrasse,2a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587136,1219462
40628,100867717,10086643,1383353,0,Waldeckstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586933,1219508
40870,102205620,10086640,1383659,0,Orpundstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588587,1219313
41693,100867931,10010247,1383558,0,Brachmattstrasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587847,1219623
41859,100908138,10010261,1383263,0,Pfeidstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587846,1219135
42009,102092903,10057934,1383533,0,Rebhalde,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587812,1219705
42950,101454839,10003776,190145325,0,Guinandstrasse,28,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587962,1219469
42987,100866434,10010245,1383397,0,Ahornweg,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586817,1219459
44056,101319163,10057932,190084490,0,Mattenstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587771,1219295
44126,100869165,10010246,1383580,0,Bielstrasse,27a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587607,1219351
44487,100867926,10010247,1383550,0,Brachmattstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587766,1219481
44679,101607503,10003776,190181763,0,Guinandstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587827,1219429
45267,100849879,10086637,1383716,0,Hofmatt,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588301,1219344
45425,100848504,10057928,1383605,0,Bahnhofstrasse,2,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587880,1219239
45428,100863657,10010260,1383170,0,Neubrückstrasse,40,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587673,1218915
45576,100908129,10112480,1383249,0,Hauptstrasse,19,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587974,1219236
46103,100868006,10104746,1383681,0,Obergasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587908,1219310
46378,100869153,10010255,1383561,0,Kreuzgasse,23,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587912,1219544
46745,100848514,10057931,1383620,0,Kanalweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588169,1219118
46772,100867716,10086643,1383352,0,Waldeckstrasse,7,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586947,1219476
46849,101954172,10057931,1383618,0,Kanalweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588193,1219126
47420,101309534,10010249,190096625,0,Erlenstrasse,31a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586623,1218673
47466,101213821,10010249,9013674,0,Erlenstrasse,35a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586529,1218725
47655,100901708,10010246,1383272,0,Bielstrasse,80a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586866,1219286
48255,102379687,10010254,191670611,0,Industriestrasse,37c,partly_residential,,2555 Brügg BE,733,BE,real,True,False,23.09.2021,2587027,1218985
48333,100849926,10086639,1383881,0,Mittelstrasse,2,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586834,1218891
49485,100900144,10010250,1383215,0,Friedhofweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587738,1219144
49571,100869176,10057932,1383594,0,Mattenstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587414,1219259
49668,101960475,10010263,1383467,0,Rainstrasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587276,1219397
49670,100863659,10010261,1383172,0,Pfeidstrasse,29,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587629,1218926
49762,100901747,10086636,1383323,0,Burgersriedstrasse,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586868,1219352
51123,101953618,10010249,1383979,0,Erlenstrasse,11,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587423,1218716
51512,100867715,10086643,1383351,0,Waldeckstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586963,1219438
51519,100869140,10010264,1383536,0,Rosenweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587711,1219606
51591,100867810,10010246,1383483,0,Bielstrasse,12,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587670,1219422
51983,100869162,10010246,1383576,0,Bielstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587665,1219399
52141,100867787,10010262,1383450,0,Rainpark,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587281,1219455
52476,100867800,10010263,1383468,0,Rainstrasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587268,1219393
52706,102507168,10086640,191801834,0,Orpundstrasse,23a,residential,,2555 Brügg BE,733,BE,planned,True,True,28.09.2021,2588499,1219297
52839,100866442,10010246,1383407,0,Bielstrasse,59,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587340,1219310
52985,100848548,10010255,1383666,0,Kreuzgasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588059,1219350
53571,100866424,10010245,1383380,0,Ahornweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2586904,1219496
54204,100867720,10086643,1383358,0,Waldeckstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587005,1219495
54499,101960470,10109855,1383133,0,Wasserstrasse,8,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587102,1218839
54648,101938137,10086640,1383741,0,Orpundstrasse,27,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588595,1219336
54817,100863654,10010249,1383164,0,Erlenstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587601,1218775
55415,100866451,10010251,1383419,0,Gartenweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587262,1219255
55546,100869166,10010246,1383581,0,Bielstrasse,29,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587580,1219350
55677,102383975,10109854,191675233,0,Mettgasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588168,1219366
55802,100866447,10010246,1383414,0,Bielstrasse,65b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587221,1219275
57146,102519180,10104746,191817682,0,Obergasse,16d,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587998,1219348
57250,100867718,10086643,1383355,0,Waldeckstrasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586911,1219548
58333,100908132,10010261,1383252,0,Pfeidstrasse,6,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587772,1219134
58350,100869136,10057934,1383530,0,Rebhalde,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587739,1219687
58382,100867794,10010262,1383458,0,Rainpark,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587278,1219481
58773,100869168,10010246,1383583,0,Bielstrasse,33,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587570,1219378
59077,100866446,10010246,1383413,0,Bielstrasse,65a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587219,1219281
59528,100869177,10057932,1383595,0,Mattenstrasse,4,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587555,1219320
59586,101612483,10112479,190182400,0,Chaletweg,6b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587216,1219386
59987,100849901,10086640,1383748,0,Orpundstrasse,34,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588714,1219384
60332,100867805,10010263,1383474,0,Rainstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587235,1219479
60453,100867809,10010263,1383480,0,Rainstrasse,34,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587205,1219503
60923,100867780,10010263,1383442,0,Rainstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587349,1219447
60935,100862354,10010250,1383150,0,Friedhofweg,51,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587435,1219189
61082,100908136,10130222,1383258,0,Aarestrasse,10,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587922,1219059
61291,100908121,10130222,1383238,0,Aarestrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587854,1218986
61881,100863685,10112481,1383200,0,Pfeideck,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587659,1219047
62117,100848539,10086640,1383654,0,Orpundstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588420,1219252
62673,100863848,10086636,1383334,0,Burgersriedstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587117,1219425
63185,100908124,10136413,1383241,0,Poststrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587992,1219121
63411,101975439,10010249,9013678,0,Erlenstrasse,31,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586646,1218730
63532,100901727,10010246,1383299,0,Bielstrasse,72,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586966,1219275
63545,102087009,10112479,190182388,0,Chaletweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587200,1219377
63845,101620325,10010253,190182208,0,Haldenstrasse,31a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586997,1219370
63879,100863678,10010261,1383192,0,Pfeidstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587704,1219033
64357,101526830,10003776,190145467,0,Guinandstrasse,48,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588006,1219460
64446,100849877,10086637,1383714,0,Hofmatt,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588242,1219358
64880,101929338,10010252,1383573,0,Grünweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587731,1219312
65045,102568347,10086637,191850619,0,Hofmatt,9,residential,,2555 Brügg BE,733,BE,real,True,True,06.11.2021,2588335,1219386
65189,102084130,10010250,1383226,0,Friedhofweg,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587671,1219196
65481,100848501,10010246,1383599,0,Bielstrasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587775,1219351
65577,101962820,10086642,1383778,0,Römerstrasse,9,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587252,1218915
65722,101101837,10086640,3069460,0,Orpundstrasse,22b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588450,1219234
66236,101172817,10057932,190008300,0,Mattenstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587780,1219253
66775,102211148,10136413,1383632,0,Poststrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588015,1219124
67231,100901705,10010246,1383269,0,Bielstrasse,78b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586880,1219251
67733,100867791,10010262,1383455,0,Rainpark,19,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587267,1219467
67985,102170208,10010248,191253331,1,Dahlienweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587743,1219523
68885,100908119,10010260,1383236,0,Neubrückstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587784,1218985
69812,100900143,10010254,1383214,0,Industriestrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587554,1219170
69884,100867711,10010253,1383346,0,Haldenstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586779,1219370
69984,100866452,10010251,1383420,0,Gartenweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587236,1219249
70463,100901746,10086636,1383322,0,Burgersriedstrasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586845,1219344
70668,101954993,10057930,1383701,0,Gummenstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588187,1219468
70879,100908126,10136413,1383243,0,Poststrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588026,1219180
71204,100901718,10010246,1383289,0,Bielstrasse,52,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587141,1219310
71336,101567703,10010254,190200371,0,Industriestrasse,20a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587189,1219158
72981,100908141,10010246,1383268,0,Bielstrasse,78a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586867,1219251
73402,100869164,10010246,1383579,0,Bielstrasse,27,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587604,1219359
73544,101954966,10112481,1383205,0,Pfeideck,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587645,1219113
74810,100862343,10010250,1383136,0,Friedhofweg,31,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587503,1219222
75589,101607910,10003776,190181751,0,Guinandstrasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587865,1219458
76504,100849943,10010249,1383974,0,Erlenstrasse,34,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587199,1218733
76510,100901707,10010246,1383271,0,Bielstrasse,80,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586850,1219285
76757,101101836,10136717,3069459,0,Eschenweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586994,1219605
77512,100869131,10057934,1383524,0,Rebhalde,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587670,1219673
77724,100867793,10010262,1383457,0,Rainpark,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587282,1219483
78553,101963469,10109854,1383639,0,Mettgasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588228,1219236
78880,100862356,10010250,1383153,0,Friedhofweg,45,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587431,1219205
78927,100867731,10136717,1383372,0,Eschenweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586948,1219607
79235,100867796,10010262,1383461,0,Rainpark,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587261,1219475
79306,100849880,10086637,1383717,0,Hofmatt,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588323,1219373
79576,100900147,10010250,1383220,0,Friedhofweg,23,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587569,1219224
79706,101184438,10086640,190016016,0,Orpundstrasse,21c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588416,1219379
80094,102213144,10010263,1383471,0,Rainstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587179,1219438
80382,100863691,10130222,1383211,0,Aarestrasse,17,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587780,1219080
80699,100848540,10086640,1383656,0,Orpundstrasse,24,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588490,1219275
80744,101954967,10112480,1383261,0,Hauptstrasse,21,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587963,1219238
81104,100901744,10010253,1383319,0,Haldenstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586916,1219296
82442,100848503,10010246,1383603,0,Bielstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587860,1219280
82674,100849900,10086640,1383745,0,Orpundstrasse,32b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588668,1219311
