,ADR_EGAID,STR_ESID,BDG_EGID,ADR_EDID,STN_LABEL,ADR_NUMBER,BDG_CATEGORY,BDG_NAME,ZIP_LABEL,COM_FOSNR,COM_CANTON,ADR_STATUS,ADR_OFFICIAL,ADR_VALID,ADR_MODIFIED,ADR_EASTING,ADR_NORTHING
248263,100862360,10010254,1383158,0,Industriestrasse,1a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587607,1219150
248875,101937792,10010249,1383983,0,Erlenstrasse,2a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587615,1218825
249104,101963474,10010246,1383265,0,Bielstrasse,77,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586907,1219236
249211,100867929,10010247,1383555,0,Brachmattstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587823,1219609
249638,100848521,10136413,1383630,0,Poststrasse,3,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588035,1219144
249787,100863845,10086636,1383330,0,Burgersriedstrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587042,1219404
250648,100848562,10057930,1383689,0,Gummenstrasse,28,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588359,1219446
251081,101614430,10010253,190182209,0,Haldenstrasse,31,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587001,1219348
251317,100866444,10010246,1383410,0,Bielstrasse,61b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587280,1219299
252766,100868009,10104746,1383683,0,Obergasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587830,1219336
253054,101954164,10086636,1383324,0,Burgersriedstrasse,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586889,1219357
253748,100848534,10086640,1383650,0,Orpundstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588312,1219218
253887,100866425,10010245,1383381,0,Ahornweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586894,1219514
254914,100901743,10010253,1383317,0,Haldenstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586939,1219300
255501,102209305,10010255,190114690,0,Kreuzgasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588073,1219411
255725,101526843,10003776,190145469,0,Guinandstrasse,50,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588014,1219447
256177,101944883,10057929,3069469,0,Bärletweg,8,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587701,1219489
256203,100908137,10130222,1383259,0,Aarestrasse,12,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587935,1219048
256383,101454741,10003776,190145327,0,Guinandstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587966,1219463
256458,101609583,10010246,190182407,0,Bielstrasse,34,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587337,1219344
256776,100867728,10136717,1383368,0,Eschenweg,4a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586976,1219623
256807,102088397,10086643,1383364,0,Waldeckstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586939,1219554
256929,101608039,10086636,190182204,0,Burgersriedstrasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586991,1219370
257645,101940904,10010245,1383382,0,Ahornweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586883,1219537
257886,100901717,10010246,1383288,0,Bielstrasse,48,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587167,1219315
258665,100849946,10010246,1384019,0,Bielstrasse,26,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587495,1219381
258898,100848549,10104746,1383667,0,Obergasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588024,1219322
260483,100862347,10010254,1383142,0,Industriestrasse,10d,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587463,1219183
261330,100866539,10112479,1383432,0,Chaletweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587225,1219314
261373,101940906,10057932,1383596,0,Mattenstrasse,5,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587489,1219274
262803,102605040,10010254,191863961,0,Industriestrasse,24a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587075,1219131
263205,101988755,10010246,191245071,0,Bielstrasse,71,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587145,1219265
263406,100867708,10086636,1383343,0,Burgersriedstrasse,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586882,1219384
263446,100848718,10010254,1383915,0,Industriestrasse,22,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587081,1219077
263708,100849945,10010249,1383978,0,Erlenstrasse,23,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586955,1218657
264925,100869106,10010265,1383494,0,Sonnhalde,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587383,1219461
265294,102210750,10057933,1383807,0,Portstrasse,38,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586386,1219005
265605,102093860,10136717,1383367,0,Eschenweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586985,1219627
265934,101963479,10010251,1383417,0,Gartenweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587308,1219259
266127,101954976,10086643,1383360,0,Waldeckstrasse,8a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586968,1219499
266445,100900154,10010250,1383224,0,Friedhofweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587697,1219177
268921,100848571,10057930,1383702,0,Gummenstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588176,1219465
268989,101342658,10010249,9081401,0,Erlenstrasse,29,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586722,1218698
269583,101298191,10180643,190082943,0,Gottstattstrasse,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588114,1219460
271210,100849887,10086638,1383726,0,Klosterstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588368,1219500
271256,102704520,10109855,191895842,0,Wasserstrasse,1,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587267,1218815
271515,100901722,10010246,1383294,0,Bielstrasse,62,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587056,1219293
272095,100901742,10010253,1383315,0,Haldenstrasse,25,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586948,1219333
272166,100866454,10010246,1383422,0,Bielstrasse,49b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587398,1219316
272548,100866443,10010246,1383409,0,Bielstrasse,61a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587296,1219300
273468,100901728,10010246,1383300,0,Bielstrasse,74,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586942,1219262
274671,100848507,10112480,1383609,0,Hauptstrasse,4,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588150,1219197
274931,101944882,10136717,3069458,0,Eschenweg,3a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586988,1219602
275090,100862350,10010254,1383146,0,Industriestrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587444,1219154
275111,102218899,10086636,190541689,0,Burgersriedstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587108,1219452
275184,100867704,10086636,1383339,0,Burgersriedstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587027,1219440
276018,101963468,10010264,1383540,0,Rosenweg,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587744,1219623
276044,100848547,10010255,1383665,0,Kreuzgasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588080,1219357
276055,101963486,10057930,1383692,0,Gummenstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588368,1219397
276122,100863682,10112481,1383196,0,Pfeideck,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587615,1218960
276800,100863680,10010261,1383194,0,Pfeidstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587686,1218994
277714,101103147,10104746,3069447,0,Obergasse,16b,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587955,1219340
277816,100849878,10086637,1383715,0,Hofmatt,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588273,1219337
278119,101104560,10010264,3069470,0,Rosenweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587734,1219588
278327,102204512,10010260,1383863,0,Neubrückstrasse,11,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587877,1218964
278366,100866439,10010246,1383404,0,Bielstrasse,53,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587366,1219320
278652,101963472,10010250,1383209,0,Friedhofweg,1,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587736,1219114
278664,100869134,10057934,1383528,0,Rebhalde,17,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587701,1219713
278910,100869132,10057934,1383525,0,Rebhalde,11a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587648,1219662
278965,101963463,10086636,1383333,0,Burgersriedstrasse,1a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587110,1219423
279096,101213820,10010249,9013673,0,Erlenstrasse,15,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587246,1218689
279213,100901745,10010253,1383321,0,Haldenstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586873,1219318
279635,100866431,10010245,1383394,0,Ahornweg,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586837,1219404
280123,101306412,10057932,190084453,0,Mattenstrasse,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587751,1219324
280380,100849881,10086638,1383719,0,Klosterstrasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588375,1219480
280684,100849909,10086642,1383768,0,Römerstrasse,19,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586520,1218934
281334,100849895,10086640,1383739,0,Orpundstrasse,23,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588476,1219297
281513,101897625,10010249,191218893,0,Erlenstrasse,50,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586499,1218838
281533,100869144,10010264,1383542,0,Rosenweg,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587766,1219633
281707,100863651,10086642,1383160,0,Römerstrasse,16,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586536,1218976
281772,100848723,10010249,1383962,0,Erlenstrasse,52,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586462,1218847
282067,101963483,10010264,1383544,0,Rosenweg,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587777,1219638
282293,102201063,10010247,3069465,0,Brachmattstrasse,11a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587819,1219529
282554,100848542,10086640,1383658,0,Orpundstrasse,28,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588563,1219301
284154,100908133,10010261,1383253,0,Pfeidstrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587793,1219118
284577,100863664,10010260,1383179,0,Neubrückstrasse,34,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587726,1218884
284993,101315069,10109853,190096623,0,Bernstrasse,24,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586789,1219115
285011,101942705,10010245,1383399,0,Ahornweg,18a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586840,1219496
285096,102062445,10057932,191326410,0,Mattenstrasse,2,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587473,1219299
285214,101454743,10003776,190145350,0,Guinandstrasse,38,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587951,1219527
285533,102202128,10010260,1383235,0,Neubrückstrasse,22,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587794,1218976
285614,101929337,10010263,1383444,0,Rainstrasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587322,1219456
286821,100848545,10104746,1383663,0,Obergasse,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588104,1219320
287134,100869101,10010246,1383487,0,Bielstrasse,20,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587558,1219401
287601,102205707,10010263,1383482,0,Rainstrasse,32,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587185,1219480
287794,101976018,10010246,1384003,0,Bielstrasse,75,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587060,1219238
287884,102089342,10010254,1383218,0,Industriestrasse,4a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587588,1219178
288134,100866445,10010246,1383412,0,Bielstrasse,65,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587217,1219286
288472,100900153,10010250,1383223,0,Friedhofweg,21,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587613,1219219
288509,100867795,10010262,1383460,0,Rainpark,10,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587266,1219478
289076,101954977,10010247,1383552,0,Brachmattstrasse,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587853,1219570
289214,100863847,10086636,1383332,0,Burgersriedstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587092,1219404
289271,101930765,10086642,9013677,0,Römerstrasse,13,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586725,1218932
289928,101963473,10010250,1383227,0,Friedhofweg,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587698,1219205
290836,100900152,10010250,1383222,0,Friedhofweg,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587621,1219198
291143,100848728,10010249,1383965,0,Erlenstrasse,41,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586434,1218821
291585,100869104,10010265,1383492,0,Sonnhalde,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587427,1219433
291926,102400602,10109854,191697137,0,Mettgasse,12,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588208,1219364
292094,101954169,10010263,1383479,0,Rainstrasse,30c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587140,1219492
293457,100901726,10010246,1383298,0,Bielstrasse,70,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586985,1219277
293863,101962556,10010263,3069443,0,Rainstrasse,21a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587166,1219430
293886,101934761,10010261,1383175,0,Pfeidstrasse,25,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587691,1218948
293971,100849882,10086638,1383720,0,Klosterstrasse,8,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588387,1219458
295121,100869141,10010264,1383537,0,Rosenweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587728,1219615
295164,101954973,10010245,1383378,0,Ahornweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586919,1219449
295444,100848564,10057930,1383691,0,Gummenstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588335,1219496
296713,100901741,10010253,1383314,0,Haldenstrasse,27,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586974,1219340
296851,100869171,10010246,1383586,0,Bielstrasse,37,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587533,1219364
296923,100868003,10104746,1383677,0,Obergasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588042,1219301
298167,100863662,10010261,1383176,0,Pfeidstrasse,27,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587705,1218941
298691,100848513,10057931,1383619,0,Kanalweg,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588184,1219124
298824,100848722,10112480,1383930,0,Hauptstrasse,17,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587993,1219228
298960,101103148,10104746,3069448,0,Obergasse,16a,residential,,2555 Brügg BE,733,BE,real,True,True,07.08.2021,2587960,1219339
299161,100869161,10010246,1383575,0,Bielstrasse,19,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587712,1219395
299243,100901739,10010253,1383312,0,Haldenstrasse,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586997,1219315
299390,101962819,10116968,1383686,0,Sandacker,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588271,1219456
299724,100849906,10109855,1383757,0,Wasserstrasse,10,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587076,1218911
299881,101964974,10109853,1383872,0,Bernstrasse,18,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586810,1219058
300006,102443265,10086638,191752433,0,Klosterstrasse,15a,non_residential,,2555 Brügg BE,733,BE,planned,True,False,24.07.2021,2588451,1219350
300267,101960472,10086642,1383167,0,Römerstrasse,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587560,1218876
301553,100867788,10010262,1383452,0,Rainpark,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587267,1219453
301614,100901738,10010253,1383311,0,Haldenstrasse,32,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587017,1219320
301713,100848500,10010246,1383598,0,Bielstrasse,15,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587761,1219369
301958,101943691,10010259,1383747,0,Mühleweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588887,1219446
302010,100849944,10010249,1383977,0,Erlenstrasse,27,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586788,1218659
302138,100869170,10010246,1383585,0,Bielstrasse,39,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587517,1219360
302244,100869129,10057934,1383520,0,Rebhalde,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587673,1219588
302389,102185753,10112479,3069463,0,Chaletweg,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587186,1219367
303619,100849914,10086642,1383779,0,Römerstrasse,7,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587300,1218903
303837,100908115,10010261,1383231,0,Pfeidstrasse,15,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587753,1219015
304268,100908134,10130222,1383255,0,Aarestrasse,4,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587907,1219026
305058,100908139,10010261,1383264,0,Pfeidstrasse,5,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587831,1219132
305790,100863843,10086636,1383328,0,Burgersriedstrasse,15a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586967,1219384
305830,100849886,10057930,1383725,0,Gummenstrasse,31,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588395,1219579
306215,102402235,10010252,191700791,0,Grünweg,8,residential,,2555 Brügg BE,733,BE,real,True,True,30.10.2021,2587719,1219310
306321,100867797,10010262,1383462,0,Rainpark,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587257,1219473
306412,101454734,10003776,190145309,0,Guinandstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587925,1219471
306894,100863658,10010261,1383171,0,Pfeidstrasse,31,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587601,1218940
308365,100867806,10010263,1383475,0,Rainstrasse,24,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587227,1219449
308419,101104559,10010248,3069468,0,Dahlienweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587776,1219547
308490,101932697,10010250,1383204,0,Friedhofweg,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587680,1219104
308733,101103145,10086636,3069445,0,Burgersriedstrasse,33,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586758,1219308
309830,100869143,10010264,1383541,0,Rosenweg,13,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587760,1219630
309894,101934762,10104746,1383662,0,Obergasse,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588138,1219340
310632,101954167,10112479,1383433,0,Chaletweg,3,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587200,1219341
310653,100849891,10086640,1383733,0,Orpundstrasse,15a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588376,1219361
310666,102204511,10010250,1383229,0,Friedhofweg,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587652,1219209
310841,100866437,10010263,1383401,0,Rainstrasse,27,residential,,2555 Brügg BE,733,BE,real,True,True,05.02.2022,2587082,1219493
311086,100901706,10010246,1383270,0,Bielstrasse,78c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586893,1219252
312115,100867724,10086643,1383363,0,Waldeckstrasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586984,1219540
312299,102713145,10010246,191897551,0,Bielstrasse,76a,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586900,1219276
312615,100868011,10116968,1383685,0,Sandacker,4,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588246,1219449
313013,101963475,10086636,1383279,0,Burgersriedstrasse,29,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586783,1219323
313166,100868839,10180643,190141406,0,Gottstattstrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588087,1219463
313913,100862348,10010254,1383143,0,Industriestrasse,10c,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587465,1219178
314107,101971313,10109854,1383706,0,Mettgasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588145,1219473
314309,100867725,10136717,1383366,0,Eschenweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587002,1219634
314907,100849922,10104746,1383842,0,Obergasse,26,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587823,1219376
316252,101954163,10010260,1383245,0,Neubrückstrasse,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587920,1218998
316684,100869174,10010246,1383590,0,Bielstrasse,47,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587421,1219339
316873,100849908,10109855,1383760,0,Wasserstrasse,2,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587245,1218844
317225,100869142,10010264,1383539,0,Rosenweg,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587739,1219620
317535,100908130,10057928,1383250,0,Bahnhofstrasse,3,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587883,1219192
317565,100849925,10086639,1383880,0,Mittelstrasse,4,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586834,1218831
317717,102034175,10109854,191283453,0,Mettgasse,10a,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588198,1219321
317919,100869121,10057929,1383511,0,Bärletweg,6,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587702,1219465
318144,100866542,10112479,1383437,0,Chaletweg,9,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587150,1219420
318404,102716286,10010249,191898318,0,Erlenstrasse,23c,special,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586860,1218677
318589,101944682,10010250,1383151,0,Friedhofweg,49,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587434,1219194
318631,101103153,10086637,3069455,0,Hofmatt,2a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588234,1219331
319409,100869133,10057934,1383526,0,Rebhalde,13a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587653,1219694
320219,100869158,10010247,1383566,0,Brachmattstrasse,10,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587862,1219535
320868,100848573,10109854,1383704,0,Mettgasse,14,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588184,1219393
321821,100901714,10180446,1383285,0,Tulpenweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587134,1219396
322301,100849896,10086640,1383740,0,Orpundstrasse,27a,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588565,1219328
322422,101954987,10010247,1383559,0,Brachmattstrasse,27,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587839,1219632
322740,100866544,10010263,1383440,0,Rainstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587394,1219426
324245,100869159,10010252,1383570,0,Grünweg,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587697,1219370
324467,100863842,10086636,1383327,0,Burgersriedstrasse,15b,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586960,1219382
324621,101944765,10109854,1383710,0,Mettgasse,6,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588225,1219295
324657,100848506,10112480,1383608,0,Hauptstrasse,2,other_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588167,1219199
326345,100848538,10086640,1383653,0,Orpundstrasse,18,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588385,1219238
327498,101612353,10086636,190182186,0,Burgersriedstrasse,11,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586990,1219395
327865,101937793,10086640,1383655,0,Orpundstrasse,22,partly_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588445,1219265
328111,101101838,10086640,3069461,0,Orpundstrasse,22a,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588468,1219241
329159,102212730,10010249,190096626,0,Erlenstrasse,37,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586495,1218798
329360,101963478,10010245,1383392,0,Ahornweg,16,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586857,1219463
329700,100868010,10116968,1383684,0,Sandacker,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2588221,1219445
330158,100908128,10057931,1383247,0,Kanalweg,30,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587955,1218991
330545,100848721,10010254,1383924,0,Industriestrasse,1,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587636,1219175
330994,100863653,10010249,1383163,0,Erlenstrasse,2,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587632,1218795
331336,100908120,10130222,1383237,0,Aarestrasse,7,residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2587872,1218999
331709,102212010,10010249,1383964,0,Erlenstrasse,44,non_residential,,2555 Brügg BE,733,BE,real,True,True,24.07.2021,2586739,1218726
